Content,handle
"What she said 👇We need 90,000 volunteers by Election Day. Can we count on you? Visit http://
zohranfornyc.com/events to find a canvass near you – or if you’re not in NYC, tag someone who is in the replies below!",Zohran Mamdani
"Thank you to  for your endorsement! Today we visited the RAIN Parkchester and Boston Road senior centers alongside . United we can win!

#VoteforCuomo",Andrew Cuomo
"I never stood with Bibi.""On Monday",Zohran Mamdani
"The last time I sat down with Bill Ritter on  was the day after the primary. Since then, our coalition has only grown — including in some unexpected ways.",Zohran Mamdani
"🚨 Proud to announce our Bronx Satellite HQ is OPEN 🚨 We now have campaign homes in all 5 boroughs 🗽 Staten Island, Brownsville, Dyker Heights, Midtown, Howard Beach, Flushing and now the Bronx. This is how we win 💪 Join us today 👉 ",Curtis Sliwa
Your bio is very concerning,Curtis Sliwa
The rain is also impacting some subway and bus service. Check the  app or visit their website before you travel.,Zohran Mamdani
Be a part of it.,Zohran Mamdani
"Sickening behavior by this agent. The fact that Mayor Adams has rolled out the red carpet for ICE is a stain on our city.I was back at 26 Federal Plaza today (w/ @NYSenatorRivera), where an ICE agent violently threw this bereft woman to the ground in front of her kids. She had not touched him. She did not pose any threat. She had to be taken to the hospital. x.com/elaadeliahu/st…",Zohran Mamdani
‼️Make your plan to VOTE! Need assistance? Click this link: ,Curtis Sliwa
"So grateful to have my daughters Michaela, Mariah, and my son-in-law Tellef on the road with me today. 

Their passion for making New York better is clear everywhere we go, and because of them, we will win this race! 

Voting polls close at 9 PM EST, make sure you get your vote",Andrew Cuomo
"Mamdani offers something we haven’t seen in a long time: a vision for public safety rooted in common sense and dignity for all.""""",Zohran Mamdani
Fr,Curtis Sliwa
"It was lovely to meet with Hindu leaders from across NYC yesterday for a wide ranging discussion about building a safer, more inclusive city.",Zohran Mamdani
,Zohran Mamdani
"New Yorkers deserve change they can measure in their own lives.

Our new Affordability Calculator shows exactly how much our plans would save your family on childcare, rent, and bus fare.

Check your savings → ",Zohran Mamdani
"On October 3, I’m asking you to register to vote.",Zohran Mamdani
"I was honored to receive the endorsement of Rabbi Moshe Indig and Ahronim leaders in Williamsburg today, where we were joined by my friend . 

Together, we will fight the scourge of antisemitism and build a city that works for every New Yorker.",Zohran Mamdani
"Join Team Cuomo and help get out the vote — the future of the city depends on it:

Today we talked to NYC voters why @andrewcuomo is, BY FAR, the best choice for Mayor! So much energy for Cuomo on the streets, early voting starts October 25th!",Andrew Cuomo
"Over the past eleven months, we have built something extraordinary together.

Six weeks left.",Zohran Mamdani
"🚨 ELECTION ALERT! When you vote for Curtis Sliwa:

✅ Vote for Sliwa on ONE line: Republican or Protect Animals line. 

✅Bubble your vote in fully

✅ Flip your ballot and VOTE NO to stop developer control

Make your plan 🗳️ ",Curtis Sliwa
,Zohran Mamdani
"This morning I met with industry leaders from across NYC to discuss how we can attract the businesses of tomorrow and grow our economy.

New York has always been a city of innovation and opportunity, and with the right leadership, we can make it stronger than ever. That means",Andrew Cuomo
Check it out! Thanks.,Curtis Sliwa
"It was an honor to join 's Accountability Assembly in Queens yesterday, and to stand in solidarity and partnership with so many leaders as we push the city we love forward with our dignity and affordability agenda.",Zohran Mamdani
"Tonight, in the final debate of his decades in power or desperately pursuing it, you will hear from Andrew Cuomo the same arrogance, the same entitlement, the same excuses for a broken status quo he's long maintained.

New Yorkers are ready for change.",Zohran Mamdani
"On this beautiful morning in Astoria, I cast my ballot for our city and our future. 

I hope you will too.",Zohran Mamdani
And the reporting from .,Zohran Mamdani
"“New York City Republican mayoral candidate Curtis Sliwa got a warm welcome during a late-night visit to the Crown Heights neighborhood, visiting sukkahs and dancing on the street.”",Curtis Sliwa
"The homelessness crisis among the youngest New Yorkers is a moral stain on our city, the wealthiest in the world.

When I’m Mayor, we will not ignore it any longer.",Zohran Mamdani
"The most important decision we made on this campaign was to listen to New Yorkers. And they told us again and again that the greatest challenge they face is the cost of living.

More from Wednesday’s interview on .",Zohran Mamdani
"If you loved this ad, sign up for our Survivor phonebank **tonight at 6 PM** hosted by the contestants! 

Signup here ⬇️ ",Zohran Mamdani
Aunties on the move from Midwood to Brighton Beach today,Zohran Mamdani
"My heart is broken for Jamari Henri, a 24-year-old Wakefield resident who was shot and killed outside a deli last night.

Too many New Yorkers are losing their lives or suffering terrible injuries from gun violence. Even as we continue to demand national action on gun control,1 killed, 4 injured in Bronx drive-by shooting outside smoke shop, NYPD says 

https://
gothamist.com/news/1-killed-
4-injured-in-bronx-drive-by-shooting-outside-smoke-shop-nypd-says
…",Zohran Mamdani
"Tonight I was honored to spend time with the congregants of Masjid Ansarudeen Islamic Center in the Bronx.  

As Sheik Ibrahim Niass shared:
“We thank former Governor Cuomo for visiting the Masjid Ansarudeen Islamic Center today and engaging in an important dialogue with our",Andrew Cuomo
One last push.,Zohran Mamdani
"What’s her name?In a democracy, the rule of law must be sacred - impartial, objective, and above politics. When the law is weaponized or manipulated to advance political agendas, it erodes public trust and weakens the very foundation of justice. Whether it comes from the right or the left, from",Zohran Mamdani
Young voters share why they’re Team Cuomo #VoteforCuomo,Andrew Cuomo
Won’t have to miss me. I’ll be the next mayor…,Curtis Sliwa
"As we approach Rosh Hashanah, I was honored to join the congregants of Mikdash Eliyahu Synagogue today in Brooklyn. 

The High Holidays remind us of renewal, reflection, and community—values that must guide us in building a stronger New York for all. 

Shana Tova.",Andrew Cuomo
"LET’S TALK THE FUTURE OF NYC. Thank you  for having me in conversation this coming Monday, October 20.

Grab your ticket at ",Andrew Cuomo
"This is Jimmy from Astoria. 

Decades ago, as a transit police officer, he arrested me. Back then, city leadership wanted nothing to do with the Guardian Angels.

The other day, Jimmy told me that he will be voting for me on November 4th to be the next mayor of our great city.",Curtis Sliwa
"I’m proud to announce we just opened our Brooklyn campaign office on Flatbush Avenue. I was honored to be joined by Assemblywoman Jamie Williams, who endorsed me and represents the 59th Assembly District.

The community came out with incredible excitement, picking up posters,",Curtis Sliwa
"Live at the Garden with @THEKIDMERO

#NewYorkForever",Zohran Mamdani
"My heart breaks for the families and loved ones of the two teenage girls who tragically lost their lives last night atop the J train.

This tragic incident is a stark reminder of the dangers of subway surfing, which continues to take the lives of too many young New Yorkers everyBreaking News: Two teenage girls, believed to have been subway surfing, were found dead on top of a J train in Brooklyn, officials said. https://
nyti.ms/3KyDv5g",Zohran Mamdani
,Andrew Cuomo
"Live at the Garden with 

#NewYorkForever",Zohran Mamdani
"The gap is closing fast -- we can feel it on the ground everywhere from the Bronx to Staten Island.  

At this rate, we win the race.  

Keep going strong 💪#ReadyOnDay1Atlas Poll

2025 New York City Mayoral Election

In the race for NYC mayor, Zohran Mamdani (D) leads Andrew Cuomo (I) by 6.6pp and Curtis Sliwa (R ) by 16.5pp.",Andrew Cuomo
"Free buses are nothing more than a gimmick. Mamdani can’t pay for it, and half the riders already don’t pay their fares. 

There are real programs like Fair Fares to help those in need, but the city fails to promote them. 

Instead of political stunts, we should crack down onHAPPENING NOW:
@ZohranKMamdani arrives having rode the length of the M57 bus route to highlight his pledge of fast and free buses""""",Curtis Sliwa
"Two years ago today, the world watched in horror as Hamas terrorists murdered, raped and kidnapped innocent men, women & children.

Today on October 7th I am remembering the hostages and all who were brutally taken from us at the hands of Hamas.

To the Jewish people- I stand",Andrew Cuomo
The San Gennaro Festival is the heart of Little Italy and I love being here every year. Get involved ,Curtis Sliwa
"Zohran Mamdani is all about fantasy, not reality.",Curtis Sliwa
"Children and families deserve better than mediocrity and inertia. They need government that works.

My platform, Curing Procurement, will do just that, delivering excellence for city workers, taxpayers, and students.",Zohran Mamdani
"UNTIL IT'S DONE, Ep. 2

When the Brownsville Clinic opened in 1916, it was the first birth control center in America. Its very existence felt impossible. For young women, it was a lifeline.

109 years later, the Clinic is long closed—but Brownsville mothers are still struggling.",Zohran Mamdani
This is the fight of our lifetimes NYC. It’s us vs. them. Working people vs the political elite who brought us socialism and chaos. Cuomo and Mamdani don’t care if you’re one paycheck away from being pushed out or if your neighborhood has become unsafe and dirty after years of,Curtis Sliwa
"“On November 4th , we can build a city where every child can afford to stay, where every worker can thrive, and where government serves the people — not the powerful.” - ",Zohran Mamdani
Flatbush,Zohran Mamdani
"Looking forward to joining  this afternoon to talk about what’s at stake in the upcoming NYC mayoral election 

Join usI'm interviewing @andrewcuomo today in his first national interview since Eric Adams dropped out of the NYC mayoral race. 

Watch @NBCNewsNow at 4pm ET. #MTPNOW",Andrew Cuomo
"I started today at the Panamanian Day Parade Breakfast in Brooklyn.

Panama is El Puente Del Mundo—the bridge of the world—and I know how Panamanians have had to fight for every bit of freedom. 

When I'm Mayor, Little Panama will finally get the recognition it deserves.",Zohran Mamdani
👍,Curtis Sliwa
"de Blasio nearly destroyed NYC and defunded law enforcement, and even disbanded NYPD Homeless Outreach Unit. His endorsement of Mamdani is a warning. Mamdani is de Blasio 2.0, but far more dangerous. We have to stop him. Join us: ",Curtis Sliwa
Prolly. Yea,Curtis Sliwa
Maybe 🤔,Curtis Sliwa
"Another day, another violent crime in the NYC subway. Today, while at the 34th Street station, the C train was stopped due to a male being assaulted by an unstable individual. This is why we need police walking trains in motion, to respond to incidents before the train gets to",Curtis Sliwa
"Last week when the candidates were being silly, I was up in the Bronx where the blood was flowing talking about how we needed more cops to stem the flow of blood from gang violence. Finally the Mayor has responded talking about hosting a gang summit at Gracie Mansion to stop the",Curtis Sliwa
Great morning talking to voters on 79th and Broadway about my plans to make NYC safer and more affordable for all,Andrew Cuomo
,Curtis Sliwa
"He stood for NYC when no one else would. 

Now he’ll lead the city as its Mayor. 

",Curtis Sliwa
,Zohran Mamdani
,Zohran Mamdani
"Staten Island, the Bronx, and now Queens. I’m out meeting New Yorkers and earning your vote. 

I’ll be the People’s Mayor!",Curtis Sliwa
"How many votes should you bring from your household? 

6–7. 

2 hours left: Now get out there and vote!",Curtis Sliwa
"Earlier today, I had the honor of meeting with members of the Al-Falah Mosque in Harlem to talk about public safety, affordability, inclusivity, and my decades-long commitment to standing against Islamophobia and for all New Yorkers.

Afterwards, Imam Aboubacar Camara shared",Andrew Cuomo
Good question,Curtis Sliwa
"The rain couldn’t wash away the joy and community at today’s  picnic in Prospect Park, celebrating 25 years of empowering working class South Asian and Indo-Caribbean New Yorkers.",Zohran Mamdani
 answer the question!,Andrew Cuomo
"Leadership is not about clinging to the old playbook. It’s about recognizing when the playbook needs to change.""",Zohran Mamdani
"Ah yes vote for Adams who gave us “City of Yes” which is causing displacement of the middle class, and tells people suffering from hate crimes that “crime is a perception.” Or vote for Cuomo who gave us “No Cash Bail,” “Raise the Age,” and demanded to close jails and Rikers… if",Curtis Sliwa
"If you think the problem in this city is that my rent is too low, vote for Andrew Cuomo.

If you know the problem in this city is that your rent is too high, vote for me.",Zohran Mamdani
"I almost lost my oldest son, due to gang violence. And there was no accountability due to Raise the Age, which Cuomo pushed through.

Cuomo is the architect, and Mamdani is the apprentice.

We need real change.CURTIS SLIWA: ‘I Almost Lost My Oldest Son to Gang Violence’ and the ‘Perpetrators Went to Family Court’

“The architect of Raise the Age, Gov. Cuomo—the apprentice to him, Zohran. It’s personal for me. My oldest son, Anthony, last October was the victim of a vicious gang assault",Curtis Sliwa
"Your vote matters more than ever! Let’s be clear: a vote for Cuomo is a vote for Mamdani. They are equally ignorant. They are equally dangerous.

Cuomo is the architect of destroying NYC. His “No Cash Bail” laws cause violence against New Yorkers every day. He put people and our",Curtis Sliwa
"I am the only candidate who can defeat Mamdani. Our team, our resources, and our supporters are unmatched. Most importantly, we have the best solutions to help working people afford to stay in New York City and feel safe. 🚨 @ericadamsfornyc Drops Out of Race for Mayor, Refuses to Endorse Other Candidates https://
thecity.nyc/2025/09/28/eri
c-adams-drops-out-mayors-race/
… via @THECITYNY",Curtis Sliwa
https://pbs.twimg.com/ext_tw_video_thumb/1983248650361782272/pu/img/T6lu_qpI6lj4QslZ.jpg,Andrew Cuomo
"There’s power in unity — and in a union.

A morning of solidarity and celebration at the NYC Labor Day Parade. #UnionStrong",Zohran Mamdani
"Honored to receive the endorsement of , representing more than 120K working men & women across NYC

Thomas Gesualdi, President of Teamsters Joint Council 16, said, 

“Andrew Cuomo has proven time and again that he’s the fighter working people can count on. He built",Andrew Cuomo
"It’s not just who’s on the ballot, but what’s on the ballot. 

The broken politics of the past or a future we can afford. 

It’s debate time. Let’s go.",Zohran Mamdani
Thanks Tzippy!,Curtis Sliwa
Join us.,Zohran Mamdani
"Cuomo targeted Jewish communities during COVID and his deadly executive order led to the deaths of 15,000 seniors. He lied to cover it up. These are the actions of a dangerous man who should never hold office again. Anyone backing Cuomo is complicit. Curtis stands against hate.@NYGovCuomo blames large gatherings in the Hasidic community for spread of COVID-19 — highlights selichot in Satmar-Kiryas Joel and event in Chabad-Crown Heights as examples of social distancing violations",Curtis Sliwa
"We need real enforcement — and a plan.

Ours begins with bringing down the sheds that have been up on hundreds of City properties for more than 3 years. 

And we'll prioritize investments in preventative maintenance to reduce the need for scaffolding in the first place.",Zohran Mamdani
🤝,Curtis Sliwa
"Today I stood with Hollis residents to protest a dangerous lithium ion battery plant being forced into their neighborhood. Seventy sites are being built in the outer boroughs, while only Manhattan is spared. That’s unjust. As Mayor, I will give communities their rights back and",Curtis Sliwa
Stopped by our Bronx headquarters to greet trick-or-treaters. Thank you for coming by — happy Halloween and stay safe out there tonight! 🎃,Curtis Sliwa
"At McCaffrey Playground in Hell's Kitchen this evening launching a *huge* GOTV canvass alongside , , Dem State Committee Member Marti Gould Cummings and District Leader Paul Devlin.",Zohran Mamdani
"This is just absurd and dangerous to say. We also have a down ballot that needs to win, so breaking up our vote is even more detrimental to City Council. Do we forget that 70% of Democrats didn’t even rank Cuomo..? How many more millions are going to be wasted promoting someone",Curtis Sliwa
"The subway is the lifeblood of New York. 

Let’s make it safe. Let’s make it clean and reliable. And let’s make it affordable for those who need it. 

Let’s build a new New York City.  We can do it. Together.",Zohran Mamdani
"Full speed ahead.

.@nycmayor has been denied matching funds again, as @ZohranKMamdani gets more than $1.6M, @CurtisSliwa gets more than $1.9M, and @JimWalden_esq gets more than $237K 

No money for @andrewcuomo either",Curtis Sliwa
We have an economy where a handful of modern-day robber barons wield extraordinary power. They hold enormous control over our paychecks,Zohran Mamdani
"Grateful to campaign in Brownsville with  this afternoon

Thank you for the warm welcome and continued support. 

Together, we’ll keep building a stronger New York 💪",Andrew Cuomo
"My heart is with the people of Jamaica and New Yorkers with family on the island as they face the difficult aftermath of Hurricane Melissa.

 is collecting essential items and sharing how you can help ⬇️🌪️🇯🇲 Standing with Jamaica After Hurricane Melissa

As the son of Jamaican immigrants, my heart is with the people of Jamaica as they recover from the devastation caused by Hurricane Melissa.

Our office is partnering with the @AFJcares to collect essential supplies and funds to",Zohran Mamdani
Having an amazing time at our favorite EDM band  concert at Under the ‘K’ Bridge Park in Brooklyn with my wife Nancy ! 🗽,Curtis Sliwa
"In fact, Cuomo set up a pass-through company"" specifically to hide the names of his clients.",Zohran Mamdani
Without the night shift,Zohran Mamdani
"Check out our new campaign video! Working people built this city, and you deserve to stay here. I’ll be the mayor who makes that possible. Get involved at ",Curtis Sliwa
"Eric Adams has been mayor for over 3 years and could have used existing laws like Kendra’s Law or his own expanded involuntary removal policy to get addicts the help they need and get public drug use off our streets. He didn’t.

Now, months before an election, he’s suddenly",Curtis Sliwa
"🚨 NYC spends record-breaking $$$ per student yet 3,000 teachers are BEGGING for donations just to buy pencils and notebooks.

That is because the DOE is a bloated bureaucracy stuffed with deputy chancellors and useless department heads pulling six-figure salaries.

As Mayor I3,000 teachers beg for donations for basic classroom supplies — despite NYC’s record-breaking per-pupil spending https://
trib.al/wU3k1z8",Curtis Sliwa
"It's not just what Andrew Cuomo is saying—it's who's funding him.

The single largest donor to a pro-Cuomo SuperPAC is Airbnb cofounder/board member Joe Gebbia, who promotes vile and racist messages about immigrants.",Zohran Mamdani
Yesterday  asked me about ’s tap dancing around “globalize the intifada”— a phrase tantamount to calling for violence against jews.  I believe his unwillingness to unequivocally condemn it is disqualifying for someone running to be Mayor of NYC — period,Andrew Cuomo
"The president is not going to “back down” to you, Andrew. 

Your own party rejected you.",Curtis Sliwa
"Great crowd at my campaign table at Baruch University, speaking to college students about my plans to help them build a life in NYC! Come stop by!",Curtis Sliwa
"On Day One, when elected, I’ll launch a Rapid Response Animal Welfare Division. 

We will investigate abuse, coordinate rescues, and press DAs to prosecute. 

No more looking the other way. Our animals deserve compassion and care. We will deliver.",Curtis Sliwa
"The subway should move New Yorkers, not endanger them. Rising crime, delays, and mental health crises have turned trains into chaos. Curtis Sliwa has spent decades protecting riders and he knows how to bring safety and order back underground. Read his plan:",Curtis Sliwa
"Mamdani Continues to Take on Trump, Delivers on Affordability Agenda for New Yorkers",Zohran Mamdani
"On Tuesday, I had the privilege of meeting with members of New York's entertainment unions, who fight for good wages, benefits and working conditions while powering one of our city's most vital industries.",Zohran Mamdani
"🗳️ NEW YORK: Early voting brings this Saturday! 🗳️

Remember, while I am a lifelong Democrat, just like my father Mario Cuomo before me, this year I am running on the Fight & Deliver independent ballot line. 

Help your friends & family find me on the ballot there.

Together, we",Andrew Cuomo
"Good morning, New York City.

Our time is now.",Zohran Mamdani
"CUNY is the nation’s largest urban public university system and an engine of social mobility for the city's working class.

But like so many of our public institutions, Andrew Cuomo subject it to years of disinvestment and neglect as Governor. That record cannot be forgotten.",Zohran Mamdani
"Last night, I asked you to turn on your light if you’ve knocked on a door. 

Now I’m asking you to sign up for a shift. 

Take nothing for granted. We have a future to win.",Zohran Mamdani
,Curtis Sliwa
"Spoke to a full house in Whitestone as our Get Out The Vote efforts ramp up across all five boroughs.

Make your plan to vote: 

Early Voting: October 25 to November 2nd

Election Day: November 4th",Curtis Sliwa
Just sharing bro,Curtis Sliwa
,Zohran Mamdani
"🙏Recognizing the graveyard shift & the sacrifices that come along with it is much appreciated, Zohran. & im saying that as a doorman who works the overnight shift here along Central Park West. We are essential to making this city the city that never sleeps.",Zohran Mamdani
"“The Sliwa campaign said it’s putting $500,000 behind the ad [on TV and digital platforms]. Sliwa qualified for public matching funds and has about $3 million in his campaign coffers, according to the city Campaign Finance Board.” From the New York Post 🚨",Curtis Sliwa
"Crime isn’t down. You don’t feel safe because you aren’t. Every New Yorker deserves a safe commute. Here’s my plan to make it happen as your Mayor:
",Curtis Sliwa
"We remember 9/11 not only on this day, but every day—in the empty seats at our tables, in the loved ones still suffering from illness, in a skyline forever changed. 

And we recommit ourselves to building a future worthy of the courage and sacrifice of those we lost.",Zohran Mamdani
Politicians are not bystanders to the affordability crisis. We can lower the cost of living and make life easier for New Yorkers in real and meaningful ways.,Zohran Mamdani
"Next year, we'll welcome 125,000 new New Yorkers to our city. But many families don't have what they need to give their babies a healthy start.

Building on 's pilot, we'll launch citywide Baby Baskets, providing new parents with essential items and resources.",Zohran Mamdani
"Listen, I’ve been fighting the disturbing powers of corruption and injustice in NYC for years. That’s why I officiated the first gay marriage for my coworker Ralphie and their partner in a NYCHA project in the Bronx despite threats, years before gay marriage was accepted by any",Curtis Sliwa
Extreme Tweets: Zohran Mamdani Edition! #notozo,Andrew Cuomo
"Thank you to  for your endorsement in this mayoral election 

#VoteforCuomo",Andrew Cuomo
Cuomo has no chance. At all.,Curtis Sliwa
"Broadway's actors, musicians, and crew make New York the cultural capital of the world.

Their health care is on the line, and it's time for a fair deal that protects it.

Solidarity with @actors_equity and  as they fight for the care every worker deserves.",Zohran Mamdani
I will be a Mayor for every single New Yorker who calls this city home.,Zohran Mamdani
"After two long years, all the living hostages are now safely home! A massive weight has been lifted from their families' shoulders.

Peace is always the ultimate goal, and finally, an end to the war is something we all should celebrate.

The 20 surviving hostages are reunited by",Curtis Sliwa
,Zohran Mamdani
" not failure.""""",Zohran Mamdani
"On October 18, 1988, NYPD Officer Christopher Hoban was tragically killed in the line of duty at just 26 years old. A proud graduate of Bay Ridge High School, his legacy lives on through the annual tribute and 5K run in his honor. Today I was humbled to join his family, friends,",Curtis Sliwa
You’re making things up. Why?,Curtis Sliwa
"And I was especially honored to receive the endorsement of my colleague  and the United Democratic Organization ().I'm so grateful to @graceleefornyc, State Committeewoman Vic Lee, State Committeeman Wei-Li Tjong, @udonyc president @setochungster and members of @CAAVVoice for joining me on yesterday's community walk of Manhattan's Chinatown.",Zohran Mamdani
My humble thanks to Reverend Adolphus C. Lacey and First Lady Cheryl Matthews Lacey for welcoming me at Bethany Baptist Church in Bed-Stuy this morning.,Zohran Mamdani
"🚨 THE BRONX IS BLEEDING 🚨

In just one week:

• 3 people shot, one fatally today
• Innocent Amazon driver shot on Tremont Ave
• 2 killed, 4 wounded in one night
• 4 teenagers gunned down in a mass shooting
• A 17-year-old girl fighting for her life

…and many more",Curtis Sliwa
,Zohran Mamdani
"Mamdani and Cuomo are the same horror show.

Same script, same politics, same chaos.

Vote Curtis Sliwa to save our city!",Curtis Sliwa
,Curtis Sliwa
Watch live.,Zohran Mamdani
Good question. It’s definitely something that needs to be addressed. Got any good ideas? DM me.,Curtis Sliwa
,Curtis Sliwa
"This is devastating. Two of our fellow New Yorkers lost their lives in the recent storm. My heart breaks for their families.

But then I see Zohran's crocodile tears about lack of infrastructure upgrades knowing he is in favor of rushing to pack people into flood-prone housingLOST IN THE FLOOD
Two men - one in B'klyn, one in Manhattan - found in basements after record deluge https://
trib.al/YZZ541o",Curtis Sliwa
"In 2021, PS110 teacher Matthew Jensen was killed in a hit-and-run on McGuinness Blvd, the site of countless injuries and deaths.

Led by  and , Greenpointers thought they had won a street safety redesign — until Adams admin corruption halted work.",Zohran Mamdani
"Gathering strength.Good morning, New York City.

Our time is now.",Zohran Mamdani
"I grew up going to Zabar's. So many of my childhood memories center around the best lox in NYC (which is saying something). With Saul Zabar's passing today, the Upper West Side has lost a legend who turned his parent's humble store into a culinary institution.",Zohran Mamdani
"Should probably check out our feed. My 100 day plan is also very transparent and necessary to revive NYC. Starting day one, we will revive NYC:",Curtis Sliwa
